record_id,artifact_code,retrieval_anchor,connector_id,connector_type,version,environment,supported_modes,max_batch_size,max_channels,rate_limit_rps,health_state,last_probed_at,source_uri
CON-0318,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0318,KAFKA,2.7.17,STAGING,FULL|INCREMENTAL|CDC,3000,6,220,HEALTHY,2026-08-23T05:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/318
CON-0319,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0319,CSV,2.8.18,DEV,FULL|INCREMENTAL|CDC,3500,7,230,HEALTHY,2026-08-23T06:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/319
CON-0320,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0320,REST_API,2.9.19,TEST,FULL|INCREMENTAL|CDC,4000,8,240,HEALTHY,2026-08-23T07:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/320
CON-0321,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0321,S3,2.0.0,STAGING,FULL|INCREMENTAL|CDC,500,1,50,HEALTHY,2026-08-23T08:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/321
CON-0322,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0322,MONGODB,2.1.1,DEV,FULL|INCREMENTAL|CDC,1000,2,60,HEALTHY,2026-08-23T09:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/322
CON-0323,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0323,POSTGRESQL,2.2.2,TEST,FULL|INCREMENTAL|CDC,1500,3,70,HEALTHY,2026-08-23T10:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/323
CON-0324,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0324,MYSQL,2.3.3,STAGING,FULL|INCREMENTAL|CDC,2000,4,80,DEGRADED,2026-08-23T11:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/324
CON-0325,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0325,KAFKA,2.4.4,DEV,FULL|INCREMENTAL|CDC,2500,5,90,HEALTHY,2026-08-23T12:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/325
CON-0326,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0326,CSV,2.5.5,TEST,FULL|INCREMENTAL|CDC,3000,6,100,HEALTHY,2026-08-23T13:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/326
CON-0327,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0327,REST_API,2.6.6,STAGING,FULL|INCREMENTAL|CDC,3500,7,110,HEALTHY,2026-08-23T14:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/327
CON-0328,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0328,S3,2.7.7,DEV,FULL|INCREMENTAL|CDC,4000,8,120,HEALTHY,2026-08-23T15:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/328
CON-0329,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0329,MONGODB,2.8.8,TEST,FULL|INCREMENTAL|CDC,500,1,130,HEALTHY,2026-08-23T16:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/329
CON-0330,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0330,POSTGRESQL,2.9.9,STAGING,FULL|INCREMENTAL|CDC,1000,2,140,HEALTHY,2026-08-23T17:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/330
CON-0331,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0331,MYSQL,2.0.10,DEV,FULL|INCREMENTAL|CDC,1500,3,150,HEALTHY,2026-08-23T18:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/331
CON-0332,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0332,KAFKA,2.1.11,TEST,FULL|INCREMENTAL|CDC,2000,4,160,HEALTHY,2026-08-23T19:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/332
CON-0333,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0333,CSV,2.2.12,STAGING,FULL|INCREMENTAL|CDC,2500,5,170,HEALTHY,2026-08-23T20:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/333
CON-0334,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0334,REST_API,2.3.13,DEV,FULL|INCREMENTAL|CDC,3000,6,180,HEALTHY,2026-08-23T21:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/334
CON-0335,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0335,S3,2.4.14,TEST,FULL|INCREMENTAL|CDC,3500,7,190,HEALTHY,2026-08-23T22:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/335
CON-0336,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0336,MONGODB,2.5.15,STAGING,FULL|INCREMENTAL|CDC,4000,8,200,HEALTHY,2026-08-23T23:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/336
CON-0337,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0337,POSTGRESQL,2.6.16,DEV,FULL|INCREMENTAL|CDC,500,1,210,HEALTHY,2026-08-24T00:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/337
CON-0338,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0338,MYSQL,2.7.17,TEST,FULL|INCREMENTAL|CDC,1000,2,220,HEALTHY,2026-08-24T01:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/338
CON-0339,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0339,KAFKA,2.8.18,STAGING,FULL|INCREMENTAL|CDC,1500,3,230,HEALTHY,2026-08-24T02:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/339
CON-0340,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0340,CSV,2.9.19,DEV,FULL|INCREMENTAL|CDC,2000,4,240,HEALTHY,2026-08-24T03:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/340
CON-0341,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0341,REST_API,2.0.0,TEST,FULL|INCREMENTAL|CDC,2500,5,50,HEALTHY,2026-08-24T04:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/341
CON-0342,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0342,S3,2.1.1,STAGING,FULL|INCREMENTAL|CDC,3000,6,60,HEALTHY,2026-08-24T05:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/342
CON-0343,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0343,MONGODB,2.2.2,DEV,FULL|INCREMENTAL|CDC,3500,7,70,DEGRADED,2026-08-24T06:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/343
CON-0344,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0344,POSTGRESQL,2.3.3,TEST,FULL|INCREMENTAL|CDC,4000,8,80,HEALTHY,2026-08-24T07:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/344
CON-0345,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0345,MYSQL,2.4.4,STAGING,FULL|INCREMENTAL|CDC,500,1,90,HEALTHY,2026-08-24T08:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/345
CON-0346,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0346,KAFKA,2.5.5,DEV,FULL|INCREMENTAL|CDC,1000,2,100,HEALTHY,2026-08-24T09:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/346
CON-0347,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0347,CSV,2.6.6,TEST,FULL|INCREMENTAL|CDC,1500,3,110,HEALTHY,2026-08-24T10:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/347
CON-0348,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0348,REST_API,2.7.7,STAGING,FULL|INCREMENTAL|CDC,2000,4,120,HEALTHY,2026-08-24T11:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/348
CON-0349,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0349,S3,2.8.8,DEV,FULL|INCREMENTAL|CDC,2500,5,130,HEALTHY,2026-08-24T12:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/349
CON-0350,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0350,MONGODB,2.9.9,TEST,FULL|INCREMENTAL|CDC,3000,6,140,HEALTHY,2026-08-24T13:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/350
CON-0351,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0351,POSTGRESQL,2.0.10,STAGING,FULL|INCREMENTAL|CDC,3500,7,150,HEALTHY,2026-08-24T14:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/351
CON-0352,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0352,MYSQL,2.1.11,DEV,FULL|INCREMENTAL|CDC,4000,8,160,HEALTHY,2026-08-24T15:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/352
CON-0353,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0353,KAFKA,2.2.12,TEST,FULL|INCREMENTAL|CDC,500,1,170,HEALTHY,2026-08-24T16:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/353
CON-0354,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0354,CSV,2.3.13,STAGING,FULL|INCREMENTAL|CDC,1000,2,180,HEALTHY,2026-08-24T17:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/354
CON-0355,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0355,REST_API,2.4.14,DEV,FULL|INCREMENTAL|CDC,1500,3,190,HEALTHY,2026-08-24T18:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/355
CON-0356,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0356,S3,2.5.15,TEST,FULL|INCREMENTAL|CDC,2000,4,200,HEALTHY,2026-08-24T19:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/356
CON-0357,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0357,MONGODB,2.6.16,STAGING,FULL|INCREMENTAL|CDC,2500,5,210,HEALTHY,2026-08-24T20:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/357
CON-0358,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0358,POSTGRESQL,2.7.17,DEV,FULL|INCREMENTAL|CDC,3000,6,220,HEALTHY,2026-08-24T21:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/358
CON-0359,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0359,MYSQL,2.8.18,TEST,FULL|INCREMENTAL|CDC,3500,7,230,HEALTHY,2026-08-24T22:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/359
CON-0360,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0360,KAFKA,2.9.19,STAGING,FULL|INCREMENTAL|CDC,4000,8,240,HEALTHY,2026-08-24T23:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/360
CON-0361,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0361,CSV,2.0.0,DEV,FULL|INCREMENTAL|CDC,500,1,50,HEALTHY,2026-08-25T00:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/361
CON-0362,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0362,REST_API,2.1.1,TEST,FULL|INCREMENTAL|CDC,1000,2,60,DEGRADED,2026-08-25T01:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/362
CON-0363,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0363,S3,2.2.2,STAGING,FULL|INCREMENTAL|CDC,1500,3,70,HEALTHY,2026-08-25T02:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/363
CON-0364,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0364,MONGODB,2.3.3,DEV,FULL|INCREMENTAL|CDC,2000,4,80,HEALTHY,2026-08-25T03:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/364
CON-0365,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0365,POSTGRESQL,2.4.4,TEST,FULL|INCREMENTAL|CDC,2500,5,90,HEALTHY,2026-08-25T04:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/365
CON-0366,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0366,MYSQL,2.5.5,STAGING,FULL|INCREMENTAL|CDC,3000,6,100,HEALTHY,2026-08-25T05:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/366
CON-0367,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0367,KAFKA,2.6.6,DEV,FULL|INCREMENTAL|CDC,3500,7,110,HEALTHY,2026-08-25T06:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/367
CON-0368,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0368,CSV,2.7.7,TEST,FULL|INCREMENTAL|CDC,4000,8,120,HEALTHY,2026-08-25T07:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/368
CON-0369,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0369,REST_API,2.8.8,STAGING,FULL|INCREMENTAL|CDC,500,1,130,HEALTHY,2026-08-25T08:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/369
CON-0370,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0370,S3,2.9.9,DEV,FULL|INCREMENTAL|CDC,1000,2,140,HEALTHY,2026-08-25T09:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/370
CON-0371,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0371,MONGODB,2.0.10,TEST,FULL|INCREMENTAL|CDC,1500,3,150,HEALTHY,2026-08-25T10:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/371
CON-0372,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0372,POSTGRESQL,2.1.11,STAGING,FULL|INCREMENTAL|CDC,2000,4,160,HEALTHY,2026-08-25T11:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/372
CON-0373,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0373,MYSQL,2.2.12,DEV,FULL|INCREMENTAL|CDC,2500,5,170,HEALTHY,2026-08-25T12:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/373
CON-0374,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0374,KAFKA,2.3.13,TEST,FULL|INCREMENTAL|CDC,3000,6,180,HEALTHY,2026-08-25T13:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/374
CON-0375,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0375,CSV,2.4.14,STAGING,FULL|INCREMENTAL|CDC,3500,7,190,HEALTHY,2026-08-25T14:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/375
CON-0376,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0376,REST_API,2.5.15,DEV,FULL|INCREMENTAL|CDC,4000,8,200,HEALTHY,2026-08-25T15:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/376
CON-0377,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0377,S3,2.6.16,TEST,FULL|INCREMENTAL|CDC,500,1,210,HEALTHY,2026-08-25T16:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/377
CON-0378,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0378,MONGODB,2.7.17,STAGING,FULL|INCREMENTAL|CDC,1000,2,220,HEALTHY,2026-08-25T17:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/378
CON-0379,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0379,POSTGRESQL,2.8.18,DEV,FULL|INCREMENTAL|CDC,1500,3,230,HEALTHY,2026-08-25T18:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/379
CON-0380,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0380,MYSQL,2.9.19,TEST,FULL|INCREMENTAL|CDC,2000,4,240,HEALTHY,2026-08-25T19:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/380
CON-0381,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0381,KAFKA,2.0.0,STAGING,FULL|INCREMENTAL|CDC,2500,5,50,DEGRADED,2026-08-25T20:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/381
CON-0382,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0382,CSV,2.1.1,DEV,FULL|INCREMENTAL|CDC,3000,6,60,HEALTHY,2026-08-25T21:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/382
CON-0383,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0383,REST_API,2.2.2,TEST,FULL|INCREMENTAL|CDC,3500,7,70,HEALTHY,2026-08-25T22:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/383
CON-0384,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0384,S3,2.3.3,STAGING,FULL|INCREMENTAL|CDC,4000,8,80,HEALTHY,2026-08-25T23:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/384
CON-0385,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0385,MONGODB,2.4.4,DEV,FULL|INCREMENTAL|CDC,500,1,90,HEALTHY,2026-08-26T00:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/385
CON-0386,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0386,POSTGRESQL,2.5.5,TEST,FULL|INCREMENTAL|CDC,1000,2,100,HEALTHY,2026-08-26T01:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/386
CON-0387,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0387,MYSQL,2.6.6,STAGING,FULL|INCREMENTAL|CDC,1500,3,110,HEALTHY,2026-08-26T02:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/387
CON-0388,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0388,KAFKA,2.7.7,DEV,FULL|INCREMENTAL|CDC,2000,4,120,HEALTHY,2026-08-26T03:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/388
CON-0389,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0389,CSV,2.8.8,TEST,FULL|INCREMENTAL|CDC,2500,5,130,HEALTHY,2026-08-26T04:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/389
CON-0390,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0390,REST_API,2.9.9,STAGING,FULL|INCREMENTAL|CDC,3000,6,140,HEALTHY,2026-08-26T05:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/390
CON-0391,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0391,S3,2.0.10,DEV,FULL|INCREMENTAL|CDC,3500,7,150,HEALTHY,2026-08-26T06:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/391
CON-0392,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0392,MONGODB,2.1.11,TEST,FULL|INCREMENTAL|CDC,4000,8,160,HEALTHY,2026-08-26T07:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/392
CON-0393,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0393,POSTGRESQL,2.2.12,STAGING,FULL|INCREMENTAL|CDC,500,1,170,HEALTHY,2026-08-26T08:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/393
CON-0394,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0394,MYSQL,2.3.13,DEV,FULL|INCREMENTAL|CDC,1000,2,180,HEALTHY,2026-08-26T09:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/394
CON-0395,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0395,KAFKA,2.4.14,TEST,FULL|INCREMENTAL|CDC,1500,3,190,HEALTHY,2026-08-26T10:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/395
CON-0396,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0396,CSV,2.5.15,STAGING,FULL|INCREMENTAL|CDC,2000,4,200,HEALTHY,2026-08-26T11:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/396
CON-0397,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0397,REST_API,2.6.16,DEV,FULL|INCREMENTAL|CDC,2500,5,210,HEALTHY,2026-08-26T12:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/397
CON-0398,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0398,S3,2.7.17,TEST,FULL|INCREMENTAL|CDC,3000,6,220,HEALTHY,2026-08-26T13:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/398
CON-0399,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0399,MONGODB,2.8.18,STAGING,FULL|INCREMENTAL|CDC,3500,7,230,HEALTHY,2026-08-26T14:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/399
CON-0400,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0400,POSTGRESQL,2.9.19,DEV,FULL|INCREMENTAL|CDC,4000,8,240,DEGRADED,2026-08-26T15:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/400
CON-0401,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0401,MYSQL,2.0.0,TEST,FULL|INCREMENTAL|CDC,500,1,50,HEALTHY,2026-08-26T16:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/401
CON-0402,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0402,KAFKA,2.1.1,STAGING,FULL|INCREMENTAL|CDC,1000,2,60,HEALTHY,2026-08-26T17:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/402
CON-0403,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0403,CSV,2.2.2,DEV,FULL|INCREMENTAL|CDC,1500,3,70,HEALTHY,2026-08-26T18:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/403
CON-0404,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0404,REST_API,2.3.3,TEST,FULL|INCREMENTAL|CDC,2000,4,80,HEALTHY,2026-08-26T19:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/404
CON-0405,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0405,S3,2.4.4,STAGING,FULL|INCREMENTAL|CDC,2500,5,90,HEALTHY,2026-08-26T20:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/405
CON-0406,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0406,MONGODB,2.5.5,DEV,FULL|INCREMENTAL|CDC,3000,6,100,HEALTHY,2026-08-26T21:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/406
CON-0407,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0407,POSTGRESQL,2.6.6,TEST,FULL|INCREMENTAL|CDC,3500,7,110,HEALTHY,2026-08-26T22:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/407
CON-0408,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0408,MYSQL,2.7.7,STAGING,FULL|INCREMENTAL|CDC,4000,8,120,HEALTHY,2026-08-26T23:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/408
CON-0409,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0409,KAFKA,2.8.8,DEV,FULL|INCREMENTAL|CDC,500,1,130,HEALTHY,2026-08-27T00:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/409
CON-0410,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0410,CSV,2.9.9,TEST,FULL|INCREMENTAL|CDC,1000,2,140,HEALTHY,2026-08-27T01:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/410
CON-0411,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0411,REST_API,2.0.10,STAGING,FULL|INCREMENTAL|CDC,1500,3,150,HEALTHY,2026-08-27T02:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/411
CON-0412,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0412,S3,2.1.11,DEV,FULL|INCREMENTAL|CDC,2000,4,160,HEALTHY,2026-08-27T03:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/412
CON-0413,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0413,MONGODB,2.2.12,TEST,FULL|INCREMENTAL|CDC,2500,5,170,HEALTHY,2026-08-27T04:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/413
CON-0414,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0414,POSTGRESQL,2.3.13,STAGING,FULL|INCREMENTAL|CDC,3000,6,180,HEALTHY,2026-08-27T05:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/414
CON-0415,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0415,MYSQL,2.4.14,DEV,FULL|INCREMENTAL|CDC,3500,7,190,HEALTHY,2026-08-27T06:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/415
CON-0416,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0416,KAFKA,2.5.15,TEST,FULL|INCREMENTAL|CDC,4000,8,200,HEALTHY,2026-08-27T07:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/416
CON-0417,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0417,CSV,2.6.16,STAGING,FULL|INCREMENTAL|CDC,500,1,210,HEALTHY,2026-08-27T08:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/417
CON-0418,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0418,REST_API,2.7.17,DEV,FULL|INCREMENTAL|CDC,1000,2,220,HEALTHY,2026-08-27T09:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/418
CON-0419,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0419,S3,2.8.18,TEST,FULL|INCREMENTAL|CDC,1500,3,230,DEGRADED,2026-08-27T10:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/419
CON-0420,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0420,MONGODB,2.9.19,STAGING,FULL|INCREMENTAL|CDC,2000,4,240,HEALTHY,2026-08-27T11:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/420
CON-0421,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0421,POSTGRESQL,2.0.0,DEV,FULL|INCREMENTAL|CDC,2500,5,50,HEALTHY,2026-08-27T12:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/421
CON-0422,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0422,MYSQL,2.1.1,TEST,FULL|INCREMENTAL|CDC,3000,6,60,HEALTHY,2026-08-27T13:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/422
CON-0423,CSV-CON-788,tenant-10-project-101:connector-inventory,connector-0423,KAFKA,2.2.2,STAGING,FULL|INCREMENTAL|CDC,3500,7,70,HEALTHY,2026-08-27T14:00:00.000Z,synthetic://datasmart-govern/connectors/tenant-10-project-101/423
