同步与 Agent 错误码目录
原创合成评测资料，不含真实客户、个人、凭据或生产数据
精确码：TXT-ERR-722
独立锚点：tenant-20-project-201:error-code-catalog
范围：租户 20 项目 201 合成演示空间

一、目的与适用角色
按错误码记录组件、重试资格、证据、自动动作和升级条件。
适用角色：普通用户、项目负责人、数据工程师、运维人员、审计人员和平台管理员。

二、标准排查顺序
1. Gateway：检查 请求率、4xx/5xx、鉴权延迟；关联 traceId 与 routeId；处置原则为 先隔离入口异常再检查下游。
2. Task Management：检查 调度延迟、运行状态、版本冲突；关联 taskId 与 configVersion；处置原则为 核对调度锁和任务版本。
3. Agent Runtime：检查 规划延迟、ToolPlan、审计失败；关联 planId 与 durableFactId；处置原则为 区分模型、门禁和持久化故障。
4. Python AI Runtime：检查 模型延迟、图节点、checkpoint；关联 requestId 与 turnId；处置原则为 检查 Provider 与 LangGraph 状态。
5. Kafka Broker：检查 under-replicated、磁盘、吞吐；关联 topic 与 brokerId；处置原则为 先确认集群健康。
6. Kafka Consumer：检查 lag、rebalance、处理时延；关联 group 与 partition；处置原则为 隔离坏消息后再扩容。
7. Outbox：检查 NEW/DELIVERED/FAILED 数量；关联 eventId 与 aggregateId；处置原则为 重投未交付事件。
8. DLT：检查 新增速率与错误分布；关联 originalTopic 与 reasonCode；处置原则为 永久错误人工处置。
9. Datasource：检查 连接、元数据、版本能力；关联 datasourceId 与 connectorId；处置原则为 刷新元数据或恢复端点。
10. Data Sync Worker：检查 rows/s、dirty、checkpoint；关联 executionId 与 objectId；处置原则为 按对象定位。
11. PostgreSQL：检查 连接、锁、慢查询、WAL；关联 database 与 queryId；处置原则为 避免长事务和锁等待。
12. pgvector：检查 维度、模型、索引命中；关联 embeddingModel 与 dimension；处置原则为 检查条件索引和范围谓词。
13. Redis：检查 命中率、内存、过期、连接；关联 key namespace；处置原则为 只清理可再生缓存。
14. MinIO：检查 对象错误、容量、版本；关联 bucket 与 objectRef；处置原则为 保留审计和引用对象。
15. Model Provider：检查 429、5xx、p95、缺项；关联 provider 与 model；处置原则为 有界退避或显式降级。
16. Embedding：检查 批次、维度、延迟；关联 model 与 vectorVersion；处置原则为 禁止维度漂移。
17. Reranker：检查 候选数、缺项、分数；关联 model 与 candidateCount；处置原则为 缺项 fail-closed。
18. WebSocket：检查 连接数、重连、事件积压；关联 sessionId 与 lastEventId；处置原则为 快照补偿。
19. Prometheus：检查 抓取失败与规则错误；关联 job 与 instance；处置原则为 恢复监控可信度。
20. Alertmanager：检查 通知失败与静默；关联 alertname 与 receiver；处置原则为 检查路由和抑制。
21. 磁盘：检查 使用率、inode、增长率；关联 volume 与 mount；处置原则为 清理可再生文件或扩容。
22. 证书：检查 有效期与握手错误；关联 issuer 与 endpoint；处置原则为 按变更流程轮换。
23. 备份：检查 最近成功、大小、恢复测试；关联 backupId 与 restorePoint；处置原则为 失败立即升级。
24. 审计：检查 缺失事件、哈希链、保留；关联 auditId 与 traceId；处置原则为 禁止无审计副作用。

三、错误码与恢复决策
CONNECTION_TIMEOUT | 根因=网络或端点超时 | 证据=连接耗时、DNS、目标健康 | 动作=有界增加超时或等待端点恢复；持续失败时退出
AUTHENTICATION_FAILED | 根因=凭据失效或引用错误 | 证据=认证响应与凭据引用版本 | 动作=禁止自动修改凭据，返回轮换指引
PERMISSION_DENIED | 根因=资源动作未授权 | 证据=actor、resource、action、审批事实 | 动作=立即退出 Loop，说明所需权限
RATE_LIMIT_EXCEEDED | 根因=来源或目标端限流 | 证据=429、限流头、连接器容量 | 动作=降低并发/批量并有界退避
SCHEMA_DRIFT_DETECTED | 根因=来源结构发生变化 | 证据=schema 指纹与元数据差异 | 动作=刷新元数据；唯一兼容映射才自动修复
FIELD_MAPPING_MISSING | 根因=目标字段缺少映射 | 证据=源目标字段、历史成功映射 | 动作=唯一映射可修复，歧义映射退出
NOT_NULL_VIOLATION | 根因=目标非空字段收到空值 | 证据=错误字段、字段画像、已批准默认值 | 动作=使用已批准静态默认值；不得放宽约束
DATA_TYPE_MISMATCH | 根因=源目标类型不兼容 | 证据=类型、精度、长度、样本统计 | 动作=无损转换可修复，有损转换退出
NUMERIC_OVERFLOW | 根因=数值超过目标精度 | 证据=最值、precision、scale | 动作=禁止截断，返回扩容或映射建议
STRING_TRUNCATION_RISK | 根因=字符串超过目标长度 | 证据=最大长度与超限行数 | 动作=禁止静默截断，退出并给出影响
FOREIGN_KEY_MISSING | 根因=父记录尚未存在 | 证据=约束名、父子对象、执行 DAG | 动作=调整依赖顺序并 replay 父子对象
UNIQUE_CONSTRAINT_VIOLATION | 根因=业务键或幂等键重复 | 证据=约束名、键摘要、历史回执 | 动作=确认幂等重放；非幂等冲突退出
CHECKPOINT_NOT_FOUND | 根因=没有可恢复位点 | 证据=对象台账与 checkpoint 表 | 动作=只在授权允许时从安全起点重跑
CHECKPOINT_STALE | 根因=位点落后或与提交不一致 | 证据=worker 回执、目标提交、位点时间 | 动作=选择最近已确认位点并验证去重
KAFKA_BACKLOG_HIGH | 根因=消费者处理速度低于生产速度 | 证据=group、partition、lag、处理时延 | 动作=隔离坏消息并在容量允许时扩容
OUTBOX_DELIVERY_TIMEOUT | 根因=事务事实未及时投递 | 证据=outbox 状态、attempt、broker 响应 | 动作=重投未交付 outbox，不重复业务事务
CONNECTOR_VERSION_INCOMPATIBLE | 根因=连接器版本不支持配置 | 证据=版本、能力快照、配置字段 | 动作=回滚兼容配置或人工升级连接器
TARGET_CAPACITY_EXCEEDED | 根因=目标 CPU/连接/磁盘达到阈值 | 证据=容量指标、等待事件、配额 | 动作=降低负载并等待恢复，不扩大压力
DIRTY_RECORD_THRESHOLD_EXCEEDED | 根因=脏数据超过任务阈值 | 证据=规则结果、坏行样本引用、阈值 | 动作=隔离坏行；超过停止阈值时退出
DDL_REQUIRED | 根因=需要修改目标结构 | 证据=元数据差异与目标约束 | 动作=高风险动作，返回 DDL、影响、回滚与验证指引

四、治理边界
低风险动作可在首次授权盒内自动执行；凭据、权限、DDL、删除、覆盖、扩大范围和不可逆转换必须退出 Loop。
退出时必须返回根因、证据来源、时间、可信度、所需权限、操作步骤、影响、回滚和验证方法。

五、证据要求
1. 结构化日志：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。
2. 指标：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。
3. 配置差异：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。
4. 连接器能力：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。
5. Runbook：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。
6. 历史事故：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。
7. 任务案例：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。
8. 对象台账：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。
9. 审批事实：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。
10. 最终验证：记录 sourceUri、observedAt、confidence、confidenceBasis 和 sourceStatus。

六、关联事故与任务案例（200 条）
CASE-TXT-ERR-722-0001 | taskId=TASK-tenant-20-project-201-0001 | executionId=EXEC-tenant-20-project-201-0001 | traceId=trace-tenant-20-project-201-0001 | errorCode=CONNECTION_TIMEOUT | 失败原因=网络或端点超时；当前配置 cfg-v100 在对象 object-00 上触发 CONNECTION_TIMEOUT，需要依据 连接耗时、DNS、目标健康 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0001@2026-08-10T00:00:00.000Z/0.9 | 修复=MANUAL_HANDOFF：有界增加超时或等待端点恢复；持续失败时退出 | 最终状态=ATTENTION_REQUIRED
CASE-TXT-ERR-722-0107 | taskId=TASK-tenant-20-project-201-0107 | executionId=EXEC-tenant-20-project-201-0107 | traceId=trace-tenant-20-project-201-0107 | errorCode=NOT_NULL_VIOLATION | 失败原因=目标非空字段收到空值；当前配置 cfg-v206 在对象 object-10 上触发 NOT_NULL_VIOLATION，需要依据 错误字段、字段画像、已批准默认值 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0107@2026-08-10T15:54:00.000Z/0.96 | 修复=INCREASE_TIMEOUT_WITHIN_BOUND：使用已批准静态默认值；不得放宽约束 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0108 | taskId=TASK-tenant-20-project-201-0108 | executionId=EXEC-tenant-20-project-201-0108 | traceId=trace-tenant-20-project-201-0108 | errorCode=DATA_TYPE_MISMATCH | 失败原因=源目标类型不兼容；当前配置 cfg-v207 在对象 object-11 上触发 DATA_TYPE_MISMATCH，需要依据 类型、精度、长度、样本统计 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0108@2026-08-10T16:03:00.000Z/0.97 | 修复=REPLAY_FAILED_OBJECTS：无损转换可修复，有损转换退出 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0109 | taskId=TASK-tenant-20-project-201-0109 | executionId=EXEC-tenant-20-project-201-0109 | traceId=trace-tenant-20-project-201-0109 | errorCode=NUMERIC_OVERFLOW | 失败原因=数值超过目标精度；当前配置 cfg-v208 在对象 object-12 上触发 NUMERIC_OVERFLOW，需要依据 最值、precision、scale 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0109@2026-08-10T16:12:00.000Z/0.98 | 修复=ROLLBACK_LAST_SUCCESS_CONFIG：禁止截断，返回扩容或映射建议 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0110 | taskId=TASK-tenant-20-project-201-0110 | executionId=EXEC-tenant-20-project-201-0110 | traceId=trace-tenant-20-project-201-0110 | errorCode=STRING_TRUNCATION_RISK | 失败原因=字符串超过目标长度；当前配置 cfg-v209 在对象 object-13 上触发 STRING_TRUNCATION_RISK，需要依据 最大长度与超限行数 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0110@2026-08-10T16:21:00.000Z/0.99 | 修复=PATCH_UNIQUE_FIELD_MAPPING：禁止静默截断，退出并给出影响 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0111 | taskId=TASK-tenant-20-project-201-0111 | executionId=EXEC-tenant-20-project-201-0111 | traceId=trace-tenant-20-project-201-0111 | errorCode=FOREIGN_KEY_MISSING | 失败原因=父记录尚未存在；当前配置 cfg-v210 在对象 object-14 上触发 FOREIGN_KEY_MISSING，需要依据 约束名、父子对象、执行 DAG 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0111@2026-08-10T16:30:00.000Z/0.9 | 修复=SET_APPROVED_STATIC_DEFAULT：调整依赖顺序并 replay 父子对象 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0112 | taskId=TASK-tenant-20-project-201-0112 | executionId=EXEC-tenant-20-project-201-0112 | traceId=trace-tenant-20-project-201-0112 | errorCode=UNIQUE_CONSTRAINT_VIOLATION | 失败原因=业务键或幂等键重复；当前配置 cfg-v211 在对象 object-15 上触发 UNIQUE_CONSTRAINT_VIOLATION，需要依据 约束名、键摘要、历史回执 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0112@2026-08-10T16:39:00.000Z/0.91 | 修复=REFRESH_METADATA：确认幂等重放；非幂等冲突退出 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0113 | taskId=TASK-tenant-20-project-201-0113 | executionId=EXEC-tenant-20-project-201-0113 | traceId=trace-tenant-20-project-201-0113 | errorCode=CHECKPOINT_NOT_FOUND | 失败原因=没有可恢复位点；当前配置 cfg-v212 在对象 object-16 上触发 CHECKPOINT_NOT_FOUND，需要依据 对象台账与 checkpoint 表 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0113@2026-08-10T16:48:00.000Z/0.92 | 修复=RESTORE_CONFIRMED_CHECKPOINT：只在授权允许时从安全起点重跑 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0114 | taskId=TASK-tenant-20-project-201-0114 | executionId=EXEC-tenant-20-project-201-0114 | traceId=trace-tenant-20-project-201-0114 | errorCode=CHECKPOINT_STALE | 失败原因=位点落后或与提交不一致；当前配置 cfg-v213 在对象 object-17 上触发 CHECKPOINT_STALE，需要依据 worker 回执、目标提交、位点时间 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0114@2026-08-10T16:57:00.000Z/0.93 | 修复=REORDER_DEPENDENCY_AND_REPLAY：选择最近已确认位点并验证去重 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0115 | taskId=TASK-tenant-20-project-201-0115 | executionId=EXEC-tenant-20-project-201-0115 | traceId=trace-tenant-20-project-201-0115 | errorCode=KAFKA_BACKLOG_HIGH | 失败原因=消费者处理速度低于生产速度；当前配置 cfg-v214 在对象 object-18 上触发 KAFKA_BACKLOG_HIGH，需要依据 group、partition、lag、处理时延 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0115@2026-08-10T17:06:00.000Z/0.94 | 修复=REDUCE_BATCH_AND_CHANNEL：隔离坏消息并在容量允许时扩容 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0116 | taskId=TASK-tenant-20-project-201-0116 | executionId=EXEC-tenant-20-project-201-0116 | traceId=trace-tenant-20-project-201-0116 | errorCode=OUTBOX_DELIVERY_TIMEOUT | 失败原因=事务事实未及时投递；当前配置 cfg-v215 在对象 object-19 上触发 OUTBOX_DELIVERY_TIMEOUT，需要依据 outbox 状态、attempt、broker 响应 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0116@2026-08-10T17:15:00.000Z/0.95 | 修复=MANUAL_HANDOFF：重投未交付 outbox，不重复业务事务 | 最终状态=ATTENTION_REQUIRED
CASE-TXT-ERR-722-0117 | taskId=TASK-tenant-20-project-201-0117 | executionId=EXEC-tenant-20-project-201-0117 | traceId=trace-tenant-20-project-201-0117 | errorCode=CONNECTOR_VERSION_INCOMPATIBLE | 失败原因=连接器版本不支持配置；当前配置 cfg-v216 在对象 object-20 上触发 CONNECTOR_VERSION_INCOMPATIBLE，需要依据 版本、能力快照、配置字段 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0117@2026-08-10T17:24:00.000Z/0.96 | 修复=REPLAY_FAILED_OBJECTS：回滚兼容配置或人工升级连接器 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0118 | taskId=TASK-tenant-20-project-201-0118 | executionId=EXEC-tenant-20-project-201-0118 | traceId=trace-tenant-20-project-201-0118 | errorCode=TARGET_CAPACITY_EXCEEDED | 失败原因=目标 CPU/连接/磁盘达到阈值；当前配置 cfg-v217 在对象 object-21 上触发 TARGET_CAPACITY_EXCEEDED，需要依据 容量指标、等待事件、配额 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0118@2026-08-10T17:33:00.000Z/0.97 | 修复=ROLLBACK_LAST_SUCCESS_CONFIG：降低负载并等待恢复，不扩大压力 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0119 | taskId=TASK-tenant-20-project-201-0119 | executionId=EXEC-tenant-20-project-201-0119 | traceId=trace-tenant-20-project-201-0119 | errorCode=DIRTY_RECORD_THRESHOLD_EXCEEDED | 失败原因=脏数据超过任务阈值；当前配置 cfg-v218 在对象 object-22 上触发 DIRTY_RECORD_THRESHOLD_EXCEEDED，需要依据 规则结果、坏行样本引用、阈值 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0119@2026-08-10T17:42:00.000Z/0.98 | 修复=PATCH_UNIQUE_FIELD_MAPPING：隔离坏行；超过停止阈值时退出 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0120 | taskId=TASK-tenant-20-project-201-0120 | executionId=EXEC-tenant-20-project-201-0120 | traceId=trace-tenant-20-project-201-0120 | errorCode=DDL_REQUIRED | 失败原因=需要修改目标结构；当前配置 cfg-v219 在对象 object-23 上触发 DDL_REQUIRED，需要依据 元数据差异与目标约束 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0120@2026-08-10T17:51:00.000Z/0.99 | 修复=MANUAL_HANDOFF：高风险动作，返回 DDL、影响、回滚与验证指引 | 最终状态=ATTENTION_REQUIRED
CASE-TXT-ERR-722-0121 | taskId=TASK-tenant-20-project-201-0121 | executionId=EXEC-tenant-20-project-201-0121 | traceId=trace-tenant-20-project-201-0121 | errorCode=CONNECTION_TIMEOUT | 失败原因=网络或端点超时；当前配置 cfg-v220 在对象 object-24 上触发 CONNECTION_TIMEOUT，需要依据 连接耗时、DNS、目标健康 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0121@2026-08-10T18:00:00.000Z/0.9 | 修复=REFRESH_METADATA：有界增加超时或等待端点恢复；持续失败时退出 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0122 | taskId=TASK-tenant-20-project-201-0122 | executionId=EXEC-tenant-20-project-201-0122 | traceId=trace-tenant-20-project-201-0122 | errorCode=AUTHENTICATION_FAILED | 失败原因=凭据失效或引用错误；当前配置 cfg-v221 在对象 object-25 上触发 AUTHENTICATION_FAILED，需要依据 认证响应与凭据引用版本 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0122@2026-08-10T18:09:00.000Z/0.91 | 修复=MANUAL_HANDOFF：禁止自动修改凭据，返回轮换指引 | 最终状态=ATTENTION_REQUIRED
CASE-TXT-ERR-722-0123 | taskId=TASK-tenant-20-project-201-0123 | executionId=EXEC-tenant-20-project-201-0123 | traceId=trace-tenant-20-project-201-0123 | errorCode=PERMISSION_DENIED | 失败原因=资源动作未授权；当前配置 cfg-v222 在对象 object-26 上触发 PERMISSION_DENIED，需要依据 actor、resource、action、审批事实 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0123@2026-08-10T18:18:00.000Z/0.92 | 修复=MANUAL_HANDOFF：立即退出 Loop，说明所需权限 | 最终状态=ATTENTION_REQUIRED
CASE-TXT-ERR-722-0124 | taskId=TASK-tenant-20-project-201-0124 | executionId=EXEC-tenant-20-project-201-0124 | traceId=trace-tenant-20-project-201-0124 | errorCode=RATE_LIMIT_EXCEEDED | 失败原因=来源或目标端限流；当前配置 cfg-v223 在对象 object-27 上触发 RATE_LIMIT_EXCEEDED，需要依据 429、限流头、连接器容量 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0124@2026-08-10T18:27:00.000Z/0.93 | 修复=REDUCE_BATCH_AND_CHANNEL：降低并发/批量并有界退避 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0125 | taskId=TASK-tenant-20-project-201-0125 | executionId=EXEC-tenant-20-project-201-0125 | traceId=trace-tenant-20-project-201-0125 | errorCode=SCHEMA_DRIFT_DETECTED | 失败原因=来源结构发生变化；当前配置 cfg-v224 在对象 object-28 上触发 SCHEMA_DRIFT_DETECTED，需要依据 schema 指纹与元数据差异 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0125@2026-08-10T18:36:00.000Z/0.94 | 修复=INCREASE_TIMEOUT_WITHIN_BOUND：刷新元数据；唯一兼容映射才自动修复 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0126 | taskId=TASK-tenant-20-project-201-0126 | executionId=EXEC-tenant-20-project-201-0126 | traceId=trace-tenant-20-project-201-0126 | errorCode=FIELD_MAPPING_MISSING | 失败原因=目标字段缺少映射；当前配置 cfg-v225 在对象 object-29 上触发 FIELD_MAPPING_MISSING，需要依据 源目标字段、历史成功映射 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0126@2026-08-10T18:45:00.000Z/0.95 | 修复=REPLAY_FAILED_OBJECTS：唯一映射可修复，歧义映射退出 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0127 | taskId=TASK-tenant-20-project-201-0127 | executionId=EXEC-tenant-20-project-201-0127 | traceId=trace-tenant-20-project-201-0127 | errorCode=NOT_NULL_VIOLATION | 失败原因=目标非空字段收到空值；当前配置 cfg-v226 在对象 object-30 上触发 NOT_NULL_VIOLATION，需要依据 错误字段、字段画像、已批准默认值 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0127@2026-08-10T18:54:00.000Z/0.96 | 修复=ROLLBACK_LAST_SUCCESS_CONFIG：使用已批准静态默认值；不得放宽约束 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0128 | taskId=TASK-tenant-20-project-201-0128 | executionId=EXEC-tenant-20-project-201-0128 | traceId=trace-tenant-20-project-201-0128 | errorCode=DATA_TYPE_MISMATCH | 失败原因=源目标类型不兼容；当前配置 cfg-v227 在对象 object-31 上触发 DATA_TYPE_MISMATCH，需要依据 类型、精度、长度、样本统计 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0128@2026-08-10T19:03:00.000Z/0.97 | 修复=PATCH_UNIQUE_FIELD_MAPPING：无损转换可修复，有损转换退出 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0129 | taskId=TASK-tenant-20-project-201-0129 | executionId=EXEC-tenant-20-project-201-0129 | traceId=trace-tenant-20-project-201-0129 | errorCode=NUMERIC_OVERFLOW | 失败原因=数值超过目标精度；当前配置 cfg-v228 在对象 object-00 上触发 NUMERIC_OVERFLOW，需要依据 最值、precision、scale 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0129@2026-08-10T19:12:00.000Z/0.98 | 修复=SET_APPROVED_STATIC_DEFAULT：禁止截断，返回扩容或映射建议 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0130 | taskId=TASK-tenant-20-project-201-0130 | executionId=EXEC-tenant-20-project-201-0130 | traceId=trace-tenant-20-project-201-0130 | errorCode=STRING_TRUNCATION_RISK | 失败原因=字符串超过目标长度；当前配置 cfg-v229 在对象 object-01 上触发 STRING_TRUNCATION_RISK，需要依据 最大长度与超限行数 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0130@2026-08-10T19:21:00.000Z/0.99 | 修复=REFRESH_METADATA：禁止静默截断，退出并给出影响 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0131 | taskId=TASK-tenant-20-project-201-0131 | executionId=EXEC-tenant-20-project-201-0131 | traceId=trace-tenant-20-project-201-0131 | errorCode=FOREIGN_KEY_MISSING | 失败原因=父记录尚未存在；当前配置 cfg-v230 在对象 object-02 上触发 FOREIGN_KEY_MISSING，需要依据 约束名、父子对象、执行 DAG 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0131@2026-08-10T19:30:00.000Z/0.9 | 修复=RESTORE_CONFIRMED_CHECKPOINT：调整依赖顺序并 replay 父子对象 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0132 | taskId=TASK-tenant-20-project-201-0132 | executionId=EXEC-tenant-20-project-201-0132 | traceId=trace-tenant-20-project-201-0132 | errorCode=UNIQUE_CONSTRAINT_VIOLATION | 失败原因=业务键或幂等键重复；当前配置 cfg-v231 在对象 object-03 上触发 UNIQUE_CONSTRAINT_VIOLATION，需要依据 约束名、键摘要、历史回执 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0132@2026-08-10T19:39:00.000Z/0.91 | 修复=REORDER_DEPENDENCY_AND_REPLAY：确认幂等重放；非幂等冲突退出 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0133 | taskId=TASK-tenant-20-project-201-0133 | executionId=EXEC-tenant-20-project-201-0133 | traceId=trace-tenant-20-project-201-0133 | errorCode=CHECKPOINT_NOT_FOUND | 失败原因=没有可恢复位点；当前配置 cfg-v232 在对象 object-04 上触发 CHECKPOINT_NOT_FOUND，需要依据 对象台账与 checkpoint 表 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0133@2026-08-10T19:48:00.000Z/0.92 | 修复=REDUCE_BATCH_AND_CHANNEL：只在授权允许时从安全起点重跑 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0134 | taskId=TASK-tenant-20-project-201-0134 | executionId=EXEC-tenant-20-project-201-0134 | traceId=trace-tenant-20-project-201-0134 | errorCode=CHECKPOINT_STALE | 失败原因=位点落后或与提交不一致；当前配置 cfg-v233 在对象 object-05 上触发 CHECKPOINT_STALE，需要依据 worker 回执、目标提交、位点时间 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0134@2026-08-10T19:57:00.000Z/0.93 | 修复=INCREASE_TIMEOUT_WITHIN_BOUND：选择最近已确认位点并验证去重 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0135 | taskId=TASK-tenant-20-project-201-0135 | executionId=EXEC-tenant-20-project-201-0135 | traceId=trace-tenant-20-project-201-0135 | errorCode=KAFKA_BACKLOG_HIGH | 失败原因=消费者处理速度低于生产速度；当前配置 cfg-v234 在对象 object-06 上触发 KAFKA_BACKLOG_HIGH，需要依据 group、partition、lag、处理时延 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0135@2026-08-10T20:06:00.000Z/0.94 | 修复=REPLAY_FAILED_OBJECTS：隔离坏消息并在容量允许时扩容 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0136 | taskId=TASK-tenant-20-project-201-0136 | executionId=EXEC-tenant-20-project-201-0136 | traceId=trace-tenant-20-project-201-0136 | errorCode=OUTBOX_DELIVERY_TIMEOUT | 失败原因=事务事实未及时投递；当前配置 cfg-v235 在对象 object-07 上触发 OUTBOX_DELIVERY_TIMEOUT，需要依据 outbox 状态、attempt、broker 响应 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0136@2026-08-10T20:15:00.000Z/0.95 | 修复=ROLLBACK_LAST_SUCCESS_CONFIG：重投未交付 outbox，不重复业务事务 | 最终状态=RECOVERED
CASE-TXT-ERR-722-0137 | taskId=TASK-tenant-20-project-201-0137 | executionId=EXEC-tenant-20-project-201-0137 | traceId=trace-tenant-20-project-201-0137 | errorCode=CONNECTOR_VERSION_INCOMPATIBLE | 失败原因=连接器版本不支持配置；当前配置 cfg-v236 在对象 object-08 上触发 CONNECTOR_VERSION_INCOMPATIBLE，需要依据 版本、能力快照、配置字段 判定根因。 | 证据=synthetic://datasmart-govern/correlated/tenant-20-project-201/execution/EXEC-tenant-20-project-201-0137@2026-08-10T20:24:00.000Z/0.96 | 修复=PATCH_UNIQUE_FIELD_MAPPING：回滚兼容配置或人工升级连接器 | 最终状态=RECOVERED
