record_id,artifact_code,retrieval_anchor,task_id,execution_id,config_version,sync_mode,source_object,target_object,rows_read,rows_written,dirty_records,duration_ms,checkpoint,completed_at,status,source_uri
RUN-0455,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0455,EXEC-tenant-20-project-201-0455,cfg-v554,API,MongoDB.profile,warehouse.profile,459914,459914,0,89474,checkpoint-000455,2026-08-14T17:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/455
RUN-0456,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0456,EXEC-tenant-20-project-201-0456,cfg-v555,KAFKA,PostgreSQL.refund,warehouse.refund_fact,460905,460905,0,89605,checkpoint-000456,2026-08-14T17:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/456
RUN-0457,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0457,EXEC-tenant-20-project-201-0457,cfg-v556,FULL,PostgreSQL.orders,warehouse.order_fact,461896,461896,0,89736,checkpoint-000457,2026-08-14T18:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/457
RUN-0458,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0458,EXEC-tenant-20-project-201-0458,cfg-v557,INCREMENTAL,MySQL.customer,lake.customer,462887,462887,0,89867,checkpoint-000458,2026-08-14T18:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/458
RUN-0459,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0459,EXEC-tenant-20-project-201-0459,cfg-v558,CDC,Kafka.payment,warehouse.payment,463878,463878,0,89998,checkpoint-000459,2026-08-14T18:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/459
RUN-0460,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0460,EXEC-tenant-20-project-201-0460,cfg-v559,FILE,CSV.daily_sales,staging.daily_sales,464869,464869,0,90129,checkpoint-000460,2026-08-14T18:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/460
RUN-0461,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0461,EXEC-tenant-20-project-201-0461,cfg-v560,API,API.inventory,warehouse.inventory,465860,465860,0,90260,checkpoint-000461,2026-08-14T19:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/461
RUN-0462,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0462,EXEC-tenant-20-project-201-0462,cfg-v561,KAFKA,MinIO.parquet/events,lake.events,466851,466851,0,90391,checkpoint-000462,2026-08-14T19:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/462
RUN-0463,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0463,EXEC-tenant-20-project-201-0463,cfg-v562,FULL,MongoDB.profile,warehouse.profile,467842,467842,0,90522,checkpoint-000463,2026-08-14T19:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/463
RUN-0464,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0464,EXEC-tenant-20-project-201-0464,cfg-v563,INCREMENTAL,PostgreSQL.refund,warehouse.refund_fact,468833,468833,0,90653,checkpoint-000464,2026-08-14T19:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/464
RUN-0465,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0465,EXEC-tenant-20-project-201-0465,cfg-v564,CDC,PostgreSQL.orders,warehouse.order_fact,469824,469824,0,90784,checkpoint-000465,2026-08-14T20:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/465
RUN-0466,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0466,EXEC-tenant-20-project-201-0466,cfg-v565,FILE,MySQL.customer,lake.customer,470815,470815,0,90915,checkpoint-000466,2026-08-14T20:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/466
RUN-0467,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0467,EXEC-tenant-20-project-201-0467,cfg-v566,API,Kafka.payment,warehouse.payment,471806,471806,0,91046,checkpoint-000467,2026-08-14T20:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/467
RUN-0468,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0468,EXEC-tenant-20-project-201-0468,cfg-v567,KAFKA,CSV.daily_sales,staging.daily_sales,472797,472797,0,91177,checkpoint-000468,2026-08-14T20:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/468
RUN-0469,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0469,EXEC-tenant-20-project-201-0469,cfg-v568,FULL,API.inventory,warehouse.inventory,473788,473788,0,91308,checkpoint-000469,2026-08-14T21:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/469
RUN-0470,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0470,EXEC-tenant-20-project-201-0470,cfg-v569,INCREMENTAL,MinIO.parquet/events,lake.events,474779,474779,0,91439,checkpoint-000470,2026-08-14T21:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/470
RUN-0471,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0471,EXEC-tenant-20-project-201-0471,cfg-v570,CDC,MongoDB.profile,warehouse.profile,475770,475770,0,91570,checkpoint-000471,2026-08-14T21:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/471
RUN-0472,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0472,EXEC-tenant-20-project-201-0472,cfg-v571,FILE,PostgreSQL.refund,warehouse.refund_fact,476761,476761,0,91701,checkpoint-000472,2026-08-14T21:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/472
RUN-0473,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0473,EXEC-tenant-20-project-201-0473,cfg-v572,API,PostgreSQL.orders,warehouse.order_fact,477752,477752,0,91832,checkpoint-000473,2026-08-14T22:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/473
RUN-0474,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0474,EXEC-tenant-20-project-201-0474,cfg-v573,KAFKA,MySQL.customer,lake.customer,478743,478743,0,91963,checkpoint-000474,2026-08-14T22:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/474
RUN-0475,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0475,EXEC-tenant-20-project-201-0475,cfg-v574,FULL,Kafka.payment,warehouse.payment,479734,479734,0,92094,checkpoint-000475,2026-08-14T22:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/475
RUN-0476,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0476,EXEC-tenant-20-project-201-0476,cfg-v575,INCREMENTAL,CSV.daily_sales,staging.daily_sales,480725,480725,0,92225,checkpoint-000476,2026-08-14T22:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/476
RUN-0477,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0477,EXEC-tenant-20-project-201-0477,cfg-v576,CDC,API.inventory,warehouse.inventory,481716,481716,0,92356,checkpoint-000477,2026-08-14T23:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/477
RUN-0478,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0478,EXEC-tenant-20-project-201-0478,cfg-v577,FILE,MinIO.parquet/events,lake.events,482707,482707,0,92487,checkpoint-000478,2026-08-14T23:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/478
RUN-0479,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0479,EXEC-tenant-20-project-201-0479,cfg-v578,API,MongoDB.profile,warehouse.profile,483698,483698,0,92618,checkpoint-000479,2026-08-14T23:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/479
RUN-0480,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0480,EXEC-tenant-20-project-201-0480,cfg-v579,KAFKA,PostgreSQL.refund,warehouse.refund_fact,484689,484689,0,92749,checkpoint-000480,2026-08-14T23:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/480
RUN-0481,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0481,EXEC-tenant-20-project-201-0481,cfg-v580,FULL,PostgreSQL.orders,warehouse.order_fact,485680,485680,0,92880,checkpoint-000481,2026-08-15T00:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/481
RUN-0482,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0482,EXEC-tenant-20-project-201-0482,cfg-v581,INCREMENTAL,MySQL.customer,lake.customer,486671,486671,0,93011,checkpoint-000482,2026-08-15T00:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/482
RUN-0483,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0483,EXEC-tenant-20-project-201-0483,cfg-v582,CDC,Kafka.payment,warehouse.payment,487662,487662,0,93142,checkpoint-000483,2026-08-15T00:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/483
RUN-0484,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0484,EXEC-tenant-20-project-201-0484,cfg-v583,FILE,CSV.daily_sales,staging.daily_sales,488653,488653,0,93273,checkpoint-000484,2026-08-15T00:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/484
RUN-0485,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0485,EXEC-tenant-20-project-201-0485,cfg-v584,API,API.inventory,warehouse.inventory,489644,489644,0,93404,checkpoint-000485,2026-08-15T01:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/485
RUN-0486,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0486,EXEC-tenant-20-project-201-0486,cfg-v585,KAFKA,MinIO.parquet/events,lake.events,490635,490635,0,93535,checkpoint-000486,2026-08-15T01:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/486
RUN-0487,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0487,EXEC-tenant-20-project-201-0487,cfg-v586,FULL,MongoDB.profile,warehouse.profile,491626,491626,0,93666,checkpoint-000487,2026-08-15T01:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/487
RUN-0488,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0488,EXEC-tenant-20-project-201-0488,cfg-v587,INCREMENTAL,PostgreSQL.refund,warehouse.refund_fact,492617,492617,0,93797,checkpoint-000488,2026-08-15T01:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/488
RUN-0489,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0489,EXEC-tenant-20-project-201-0489,cfg-v588,CDC,PostgreSQL.orders,warehouse.order_fact,493608,493608,0,93928,checkpoint-000489,2026-08-15T02:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/489
RUN-0490,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0490,EXEC-tenant-20-project-201-0490,cfg-v589,FILE,MySQL.customer,lake.customer,494599,494599,0,94059,checkpoint-000490,2026-08-15T02:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/490
RUN-0491,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0491,EXEC-tenant-20-project-201-0491,cfg-v590,API,Kafka.payment,warehouse.payment,495590,495590,0,94190,checkpoint-000491,2026-08-15T02:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/491
RUN-0492,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0492,EXEC-tenant-20-project-201-0492,cfg-v591,KAFKA,CSV.daily_sales,staging.daily_sales,496581,496581,0,94321,checkpoint-000492,2026-08-15T02:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/492
RUN-0493,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0493,EXEC-tenant-20-project-201-0493,cfg-v592,FULL,API.inventory,warehouse.inventory,497572,497572,0,94452,checkpoint-000493,2026-08-15T03:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/493
RUN-0494,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0494,EXEC-tenant-20-project-201-0494,cfg-v593,INCREMENTAL,MinIO.parquet/events,lake.events,498563,498563,0,94583,checkpoint-000494,2026-08-15T03:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/494
RUN-0495,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0495,EXEC-tenant-20-project-201-0495,cfg-v594,CDC,MongoDB.profile,warehouse.profile,499554,499554,0,94714,checkpoint-000495,2026-08-15T03:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/495
RUN-0496,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0496,EXEC-tenant-20-project-201-0496,cfg-v595,FILE,PostgreSQL.refund,warehouse.refund_fact,500545,500545,0,94845,checkpoint-000496,2026-08-15T03:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/496
RUN-0497,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0497,EXEC-tenant-20-project-201-0497,cfg-v596,API,PostgreSQL.orders,warehouse.order_fact,501536,501536,0,94976,checkpoint-000497,2026-08-15T04:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/497
RUN-0498,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0498,EXEC-tenant-20-project-201-0498,cfg-v597,KAFKA,MySQL.customer,lake.customer,502527,502527,0,95107,checkpoint-000498,2026-08-15T04:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/498
RUN-0499,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0499,EXEC-tenant-20-project-201-0499,cfg-v598,FULL,Kafka.payment,warehouse.payment,503518,503518,0,95238,checkpoint-000499,2026-08-15T04:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/499
RUN-0500,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0500,EXEC-tenant-20-project-201-0500,cfg-v599,INCREMENTAL,CSV.daily_sales,staging.daily_sales,504509,504509,0,95369,checkpoint-000500,2026-08-15T04:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/500
RUN-0501,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0501,EXEC-tenant-20-project-201-0501,cfg-v600,CDC,API.inventory,warehouse.inventory,505500,505500,0,95500,checkpoint-000501,2026-08-15T05:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/501
RUN-0502,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0502,EXEC-tenant-20-project-201-0502,cfg-v601,FILE,MinIO.parquet/events,lake.events,506491,506491,0,95631,checkpoint-000502,2026-08-15T05:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/502
RUN-0503,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0503,EXEC-tenant-20-project-201-0503,cfg-v602,API,MongoDB.profile,warehouse.profile,507482,507482,0,95762,checkpoint-000503,2026-08-15T05:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/503
RUN-0504,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0504,EXEC-tenant-20-project-201-0504,cfg-v603,KAFKA,PostgreSQL.refund,warehouse.refund_fact,508473,508473,0,95893,checkpoint-000504,2026-08-15T05:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/504
RUN-0505,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0505,EXEC-tenant-20-project-201-0505,cfg-v604,FULL,PostgreSQL.orders,warehouse.order_fact,509464,509464,0,96024,checkpoint-000505,2026-08-15T06:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/505
RUN-0506,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0506,EXEC-tenant-20-project-201-0506,cfg-v605,INCREMENTAL,MySQL.customer,lake.customer,510455,510455,0,96155,checkpoint-000506,2026-08-15T06:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/506
RUN-0507,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0507,EXEC-tenant-20-project-201-0507,cfg-v606,CDC,Kafka.payment,warehouse.payment,511446,511446,0,96286,checkpoint-000507,2026-08-15T06:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/507
RUN-0508,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0508,EXEC-tenant-20-project-201-0508,cfg-v607,FILE,CSV.daily_sales,staging.daily_sales,512437,512437,0,96417,checkpoint-000508,2026-08-15T06:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/508
RUN-0509,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0509,EXEC-tenant-20-project-201-0509,cfg-v608,API,API.inventory,warehouse.inventory,513428,513428,0,96548,checkpoint-000509,2026-08-15T07:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/509
RUN-0510,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0510,EXEC-tenant-20-project-201-0510,cfg-v609,KAFKA,MinIO.parquet/events,lake.events,514419,514419,0,96679,checkpoint-000510,2026-08-15T07:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/510
RUN-0511,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0511,EXEC-tenant-20-project-201-0511,cfg-v610,FULL,MongoDB.profile,warehouse.profile,515410,515410,0,96810,checkpoint-000511,2026-08-15T07:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/511
RUN-0512,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0512,EXEC-tenant-20-project-201-0512,cfg-v611,INCREMENTAL,PostgreSQL.refund,warehouse.refund_fact,516401,516401,0,96941,checkpoint-000512,2026-08-15T07:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/512
RUN-0513,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0513,EXEC-tenant-20-project-201-0513,cfg-v612,CDC,PostgreSQL.orders,warehouse.order_fact,517392,517392,0,97072,checkpoint-000513,2026-08-15T08:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/513
RUN-0514,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0514,EXEC-tenant-20-project-201-0514,cfg-v613,FILE,MySQL.customer,lake.customer,518383,518383,0,97203,checkpoint-000514,2026-08-15T08:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/514
RUN-0515,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0515,EXEC-tenant-20-project-201-0515,cfg-v614,API,Kafka.payment,warehouse.payment,519374,519374,0,97334,checkpoint-000515,2026-08-15T08:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/515
RUN-0516,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0516,EXEC-tenant-20-project-201-0516,cfg-v615,KAFKA,CSV.daily_sales,staging.daily_sales,520365,520365,0,97465,checkpoint-000516,2026-08-15T08:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/516
RUN-0517,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0517,EXEC-tenant-20-project-201-0517,cfg-v616,FULL,API.inventory,warehouse.inventory,521356,521356,0,97596,checkpoint-000517,2026-08-15T09:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/517
RUN-0518,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0518,EXEC-tenant-20-project-201-0518,cfg-v617,INCREMENTAL,MinIO.parquet/events,lake.events,522347,522347,0,97727,checkpoint-000518,2026-08-15T09:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/518
RUN-0519,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0519,EXEC-tenant-20-project-201-0519,cfg-v618,CDC,MongoDB.profile,warehouse.profile,523338,523338,0,97858,checkpoint-000519,2026-08-15T09:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/519
RUN-0520,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0520,EXEC-tenant-20-project-201-0520,cfg-v619,FILE,PostgreSQL.refund,warehouse.refund_fact,524329,524329,0,97989,checkpoint-000520,2026-08-15T09:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/520
RUN-0521,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0521,EXEC-tenant-20-project-201-0521,cfg-v620,API,PostgreSQL.orders,warehouse.order_fact,525320,525320,0,98120,checkpoint-000521,2026-08-15T10:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/521
RUN-0522,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0522,EXEC-tenant-20-project-201-0522,cfg-v621,KAFKA,MySQL.customer,lake.customer,526311,526311,0,98251,checkpoint-000522,2026-08-15T10:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/522
RUN-0523,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0523,EXEC-tenant-20-project-201-0523,cfg-v622,FULL,Kafka.payment,warehouse.payment,527302,527302,0,98382,checkpoint-000523,2026-08-15T10:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/523
RUN-0524,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0524,EXEC-tenant-20-project-201-0524,cfg-v623,INCREMENTAL,CSV.daily_sales,staging.daily_sales,528293,528293,0,98513,checkpoint-000524,2026-08-15T10:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/524
RUN-0525,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0525,EXEC-tenant-20-project-201-0525,cfg-v624,CDC,API.inventory,warehouse.inventory,529284,529284,0,98644,checkpoint-000525,2026-08-15T11:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/525
RUN-0526,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0526,EXEC-tenant-20-project-201-0526,cfg-v625,FILE,MinIO.parquet/events,lake.events,530275,530275,0,98775,checkpoint-000526,2026-08-15T11:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/526
RUN-0527,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0527,EXEC-tenant-20-project-201-0527,cfg-v626,API,MongoDB.profile,warehouse.profile,531266,531266,0,98906,checkpoint-000527,2026-08-15T11:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/527
RUN-0528,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0528,EXEC-tenant-20-project-201-0528,cfg-v627,KAFKA,PostgreSQL.refund,warehouse.refund_fact,532257,532257,0,99037,checkpoint-000528,2026-08-15T11:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/528
RUN-0529,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0529,EXEC-tenant-20-project-201-0529,cfg-v628,FULL,PostgreSQL.orders,warehouse.order_fact,533248,533248,0,99168,checkpoint-000529,2026-08-15T12:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/529
RUN-0530,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0530,EXEC-tenant-20-project-201-0530,cfg-v629,INCREMENTAL,MySQL.customer,lake.customer,534239,534239,0,99299,checkpoint-000530,2026-08-15T12:15:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/530
RUN-0531,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0531,EXEC-tenant-20-project-201-0531,cfg-v630,CDC,Kafka.payment,warehouse.payment,535230,535230,0,99430,checkpoint-000531,2026-08-15T12:30:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/531
RUN-0532,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0532,EXEC-tenant-20-project-201-0532,cfg-v631,FILE,CSV.daily_sales,staging.daily_sales,536221,536221,0,99561,checkpoint-000532,2026-08-15T12:45:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/532
RUN-0533,CSV-RUN-667,tenant-20-project-201:successful-runs,TASK-tenant-20-project-201-0533,EXEC-tenant-20-project-201-0533,cfg-v632,API,API.inventory,warehouse.inventory,537212,537212,0,99692,checkpoint-000533,2026-08-15T13:00:00.000Z,SUCCEEDED,synthetic://datasmart-govern/successful-runs/tenant-20-project-201/533
